,Authors,Title,Year,Cited by,Funding Details,Country
66,"Francesca G., Brambilla M., Brutschy A., Trianni V., Birattari M.",AutoMoDe: A novel approach to the automatic design of control software for robot swarms,2014,68.0,"Center for Neuroscience Research

Seventh Framework Programme

European Resuscitation Council

European Research Council

European Science Foundation

Fédération Wallonie-Bruxelles

Seventh Framework Programme",Italy
67,"Broccatelli F., Cruciani G., Benet L.Z., Oprea T.I.",Bddcs class prediction for new molecular entities,2012,65.0,"National Institute of Mental Health

National Cancer Institute

National Institute of General Medical Sciences",Italy
68,"Chen M., Li W., Fortino G., Hao Y., Hu L., Humar I.",A dynamic service migration mechanism in edge cognitive computing,2019,64.0,"National Natural Science Foundation of China

Changjiang Scholar Program of Chinese Ministry of Education",Italy
69,"Bellotti F., Berta R., De Gloria A., Primavera L.",Adaptive experience engine for serious games,2009,64.0,"Regione Liguria

European Commission",Italy
70,"Kern-Isberner G., Lukasiewicz T.",Combining probabilistic logic programming with the power of maximum entropy,2004,64.0,"European Commission

Deutsche Forschungsgemeinschaft

Austrian Science Fund",Italy
71,"Ciucci D., Dubois D.",A map of dependencies among three-valued logics,2013,61.0,Seventh Framework Programme,Italy
72,"Bellazzi R., Larizza C., Magni P., Montani S., Stefanelli M.",Intelligent analysis of clinical time series: An application in the diabetes mellitus domain,2000,59.0,European Commission,Italy
73,"Aricó P., Borghini G., Di Flumeri G., Sciaraffa N., Colosimo A., Babiloni F.","Passive BCI in operational environments: Insights, recent advances, and future trends",2017,58.0,Horizon 2020 Framework Programme,Italy
74,"Mannini A., Genovese V., Sabatini A.M.",Online decoding of hidden markov models for gait event detection using foot-mounted gyroscopes,2014,58.0,European Commission,Italy
75,"Dagliati A., Marini S., Sacchi L., Cogni G., Teliti M., Tibollo V., De Cata P., Chiovato L., Bellazzi R.",Machine Learning Methods to Predict Diabetes Complications,2018,57.0,Seventh Framework Programme,Italy
76,"Pokorny C., Klobassa D.S., Pichler G., Erlbeck H., Real R.G.L., Kübler A., Lesenfants D., Habbal D., Noirhomme Q., Risetti M., Mattia D., Müller-Putz G.R.",The auditory P300-based single-switch brain-computer interface: Paradigm transition from healthy subjects to minimally conscious patients,2013,57.0,Seventh Framework Programme,Italy
77,"Zhang H., Xiao X., Mercaldo F., Ni S., Martinelli F., Sangaiah A.K.",Classification of ransomware families with machine learning based on N-gram of opcodes,2019,56.0,"National Natural Science Foundation of China

Natural Science Foundation of Guangdong Province",Italy
78,"Tramontana G., Ichii K., Camps-Valls G., Tomelleri E., Papale D.","Uncertainty analysis of gross primary production upscaling using Random Forests, remote sensing and eddy covariance data",2015,56.0,"European Commission

Ministerio de Economía y Competitividad",Italy
79,"van Delden H., Stuczynski T., Ciaian P., Paracchini M.L., Hurkens J., Lopatka A., Shi Y.-E., Prieto O.G., Calvo S., van Vliet J., Vanhout R.",Integrated assessment of agricultural policies with dynamic land use change modelling,2010,56.0,European Commission,Italy
80,"Gao L., Song J., Liu X., Shao J., Liu J., Shao J.",Learning in high-dimensional multimedia data: the state of the art,2017,55.0,"National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities",Italy
81,"Pilehvar M.T., Navigli R.",From senses to texts: An all-in-one graph-based approach for measuring semantic similarity,2015,55.0,European Research Council,Italy
82,"Arena P., Fortuna L., Frasca M., Patané L.",Learning anticipation via spiking networks: Application to navigation control,2009,55.0,"Seventh Framework Programme

European Commission",Italy
83,"Lanzola G., Gatti L., Falasconi S., Stefanelli M.",A framework for building cooperative software agents in medical applications,1999,55.0,"European Commission

Consiglio Nazionale delle Ricerche",Italy
84,"Rosis F.d., Novielli N., Carofiglio V., Cavalluzzi A., De Carolis B.",User modeling and adaptation in health promotion dialogs with an animated character,2006,53.0,European Commission,Italy
85,Stefanelli M.,The socio-organizational age of artificial intelligence in medicine,2001,53.0,European Commission,Italy
86,"Amor B.B., Drira H., Berretti S., Daoudi M., Srivastava A.",4-D facial expression recognition by learning geometric deformations,2014,52.0,National Science Foundation,Italy
87,"Schreuder M., Riccio A., Risetti M., Dähne S., Ramsay A., Williamson J., Mattia D., Tangermann M.",User-centered design in brain-computer interfaces-A case study,2013,51.0,"Seventh Framework Programme

Deutsche Forschungsgemeinschaft",Italy
88,"Gijsberts A., Metta G.",Real-time model learning using Incremental Sparse Spectrum Gaussian Process Regression,2013,51.0,"Seventh Framework Programme

European Commission",Italy
89,"Akbar A., Khan A., Carrez F., Moessner K.",Predictive analytics for complex IoT data streams,2017,50.0,Horizon 2020,Italy
90,"Caputi V., Garrido A.",Student-oriented planning of e-learning contents for Moodle,2015,50.0,"European Commission

Ministerio de Ciencia e Innovación

European Social Fund

Regione Calabria",Italy
91,"Tillo T., Grangetto M., Olmo G.",Multiple description image coding based on Lagrangian rate allocation,2007,47.0,European Commission,Italy
92,"Giunchiglia E., Kartha G.N., Lifschitz V.",Representing action: Indeterminacy and ramifications,1997,47.0,National Science Foundation,Italy
93,"Vaglio Laurin G., Cheung-Wai Chan J., Chen Q., Lindsell J.A., Coomes D.A., Guerriero L., Del Frate F., Miglietta F., Valentini R.",Biodiversity mapping in a tropical West African forest with airborne hyperspectral data,2014,46.0,Seventh Framework Programme,Italy
94,"Giancardo L., Sona D., Huang H., Sannino S., Managò F., Scheggia D., Papaleo F., Murino V.",Automatic Visual Tracking and Social Behaviour Analysis with Multiple Mice,2013,46.0,Seventh Framework Programme,Italy
95,"Faundez-Zanuy M., Hussain A., Mekyska J., Sesa-Nogueras E., Monte-Moreno E., Esposito A., Chetouani M., Garre-Olmo J., Abel A., Smekal Z., Lopez-de-Ipiña K.",Biometric Applications Related to Human Beings: There Is Life beyond Security,2013,46.0,"Ministerio de Economía y Competitividad

European Regional Development Fund",Italy
96,"Li X., Wan J., Dai H.-N., Imran M., Xia M., Celesti A.",A Hybrid Computing Solution and Resource Scheduling Strategy for Edge Computing in Smart Manufacturing,2019,45.0,"National Natural Science Foundation of China

King Saud University

Natural Science Foundation of Guangdong Province

Guangzhou Science and Technology Program key projects

Deanship of Scientific Research, King Faisal University

Guangzhou Municipal Science and Technology Project

Deanship of Scientific Research, King Saud University

National Key Research and Development Program of China Stem Cell and Translational Research",Italy
97,"Guidotti R., Monreale A., Giannotti F., Pedreschi D., Ruggieri S., Turini F.",Factual and Counterfactual Explanations for Black Box Decision Making,2019,44.0,"Horizon 2020 Framework Programme

European Commission",Italy
98,"Nguyen T.A., Do M., Gerevini A.E., Serina I., Srivastava B., Kambhampati S.",Generating diverse plans to handle unknown and partially known user preferences,2012,44.0,"National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency

International Business Machines Corporation

Science Foundation Arizona",Italy
99,"Eiter T., Lukasiewicz T.",Complexity results for structure-based causality,2002,44.0,"European Commission

Deutsche Forschungsgemeinschaft

Austrian Science Fund",Italy
100,"Hermanns H., Parma A., Segala R., Wachter B., Zhang L.",Probabilistic logical characterization,2011,43.0,"Seventh Framework Programme

Deutsche Forschungsgemeinschaft

Seventh Framework Programme",Italy
101,"Bettini C., Wang X.Sean, Jajodia S.",Solving multi-granularity temporal constraint networks,2002,43.0,"National Science Foundation

Army Research Office",Italy
102,"Moschetti A., Fiorini L., Esposito D., Dario P., Cavallo F.",Recognition of daily gestures with wearable inertial rings and bracelets,2016,42.0,Seventh Framework Programme,Italy
103,"Serpico S.B., Dellepiane S., Boni G., Moser G., Angiati E., Rudari R.",Information extraction from remote sensing images for flood monitoring and damage evaluation,2012,42.0,"Agenzia Spaziale Italiana

European Space Agency

European Commission

European Environment Agency

Agenzia Spaziale Italiana",Italy
104,"Alippi C., Boracchi G., Roveri M.",A just-in-time adaptive classification system based on the intersection of confidence intervals rule,2011,41.0,Seventh Framework Programme,Italy
105,"Wang D., Larder B., Revell A., Montaner J., Harrigan R., De Wolf F., Lange J., Wegner S., Ruiz L., Pérez-Elías M.J., Emery S., Gatell J., D'Arminio Monforte A., Torti C., Zazzi M., Lane C.",A comparison of three computational modelling methods for the prediction of virological response to combination HIV therapy,2009,41.0,"National Institutes of Health

National Cancer Institute",Italy
106,"Tomei M.C., Bertanza G., Canato M., Heimersson S., Laera G., Svanström M.",Techno-economic and environmental assessment of upgrading alternatives for sludge stabilization in municipal wastewater treatment plants,2016,40.0,European Commission,Italy
107,"Stebbing J., Krishnan V., de Bono S., Ottaviani S., Casalini G., Richardson P.J., Monteil V., Lauschke V.M., Mirazimi A., Youhanna S., Tan Y.-J., Baldanti F., Sarasini A., Terres J.A.R., Nickoloff B.J., Higgs R.E., Rocha G., Byers N.L., Schlichting D.E., Nirula A., Cardoso A., Corbellino M.",Mechanism of baricitinib supports artificial intelligence-predicted testing in COVID-19 patients,2020,39.0,"Eli Lilly and Company

National Institute on Handicapped Research

American Alpine Club

Manchester Biomedical Research Centre

Engineering Research Centers

British Society for Antimicrobial Chemotherapy

European Research Council

Agricultural Adaptation Council

NIHR Imperial Biomedical Research Centre",Italy
108,"Caramia C., Torricelli D., Schmid M., Munoz-Gonzalez A., Gonzalez-Vargas J., Grandas F., Pons J.L.",IMU-Based Classification of Parkinson's Disease from Gait: A Sensitivity Analysis on Sensor Location and Feature Selection,2018,39.0,"Horizon 2020 Framework Programme

Ministry of Economy, Trade and Industry",Italy
109,"Lieto A., Lebiere C., Oltramari A.",The knowledge level in cognitive architectures: Current limitations and possible developments,2018,39.0,"National Science Foundation

Office of Naval Research

National Sleep Foundation

Carnegie Mellon University

Ministero dell’Istruzione, dell’Università e della Ricerca

Università degli Studi di Torino",Italy
110,"Frasca M., Bertoni A., Re M., Valentini G.",A neural network algorithm for semi-supervised node label learning from unbalanced data,2013,39.0,"Seventh Framework Programme

European Commission",Italy
111,"Miceli M., De Rosis F., Poggi I.",Emotional and non-emotional persuasion,2006,39.0,European Commission,Italy
112,"Beiró M.G., Panisson A., Tizzoni M., Cattuto C.",Predicting human mobility through the assimilation of social media traces into mobility models,2016,38.0,Seventh Framework Programme,Italy
113,"Torresan S., Critto A., Rizzi J., Zabeo A., Furlan E., Marcomini A.",DESYCO: A decision support system for the regional risk assessment of climate change impacts in coastal zones,2016,38.0,"Seventh Framework Programme

United Nations Development Programme

Centro Euro-Mediterraneo sui Cambiamenti Climatici

Ministero dell’Istruzione, dell’Università e della Ricerca",Italy
114,"Giordano V., Ballal P., Lewis F., Turchiano B., Zhang J.B.","Supervisory control of mobile sensor networks: Math formulation, simulation, and implementation",2006,38.0,"Division of Information and Intelligent Systems

Deutscher Akademischer Austauschdienst

Science and Engineering Research Council",Italy
115,"Ashouri A.H., Mariani G., Palermo G., Park E., Cavazos J., Silvano C.",COBAYN: Compiler autotuning framework using Bayesian networks,2016,37.0,Horizon 2020 Framework Programme,Italy
116,"Behl M., Smarra F., Mangharam R.",DR-Advisor: A data-driven demand response recommender system,2016,37.0,"Defense Advanced Research Projects Agency

National Science Foundation

Microelectronics Advanced Research Corporation",Italy
117,"Jeliazkova N., Chomenidis C., Doganis P., Fadeel B., Grafström R., Hardy B., Hastings J., Hegi M., Jeliazkov V., Kochev N., Kohonen P., Munteanu C.R., Sarimveis H., Smeets B., Sopasakis P., Tsiliki G., Vorgrimmler D., Willighagen E.",The eNanoMapper database for nanomaterial safety information,2015,37.0,Seventh Framework Programme,Italy
118,"Pillonetto G., Dinuzzo F., De Nicolao G.",Bayesian online multitask learning of gaussian processes,2010,37.0,Seventh Framework Programme,Italy
119,"Stöttinger J., Hanbury A., Sebe N., Gevers T.",Sparse color interest points for image retrieval and object categorization,2012,36.0,"Seventh Framework Programme

European Commission",Italy
120,"Guraliuc A.R., Barsocchi P., Potortì F., Nepa P.",Limb movements classification using wearable wireless transceivers,2011,36.0,"Seventh Framework Programme

European Commission

Seventh Framework Programme",Italy
121,"Terenziani P., Snodgrass R.T.",Reconciling point-based and interval-based semantics in temporal relational databases: A treatment of the telic/atelic distinction,2004,36.0,National Science Foundation,Italy
122,"Koch C., Leone N., Pfeifer G.",Enhancing disjunctive logic programming systems by SAT checkers,2003,36.0,European Commission,Italy
