,area_type,availability,location,size,society,total_sqft,bath,balcony,price
7245,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,37.0
7246,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,55.5
7247,Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390,2.0,2.0,70.21
7249,Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0
7250,Plot  Area,Ready To Move,Lingarajapuram,7 Bedroom,,1280,5.0,3.0,150.0
7251,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0
7252,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0
7253,Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1196,2.0,2.0,57.9
7254,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,57.0
7255,Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,950,2.0,1.0,31.95
7256,Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,,2400,8.0,,325.0
7257,Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1141,2.0,1.0,55.0
7258,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Saisena,1200,2.0,2.0,51.0
7259,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0
7260,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Elayabh,855,2.0,1.0,32.0
7261,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
7262,Super built-up  Area,Ready To Move,Chandapura,2 BHK,Siissi ,922,2.0,1.0,36.0
7263,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,43.2
7264,Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,Gaenty ,1240,2.0,2.0,65.0
7265,Super built-up  Area,18-Aug,7th Phase JP Nagar,2 BHK,,1070,2.0,2.0,42.0
7266,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,75.0
7267,Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,,1380,2.0,1.0,50.0
7268,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1599,3.0,2.0,80.0
7269,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,967,2.0,2.0,41.1
7270,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SaMTBai,1885,3.0,3.0,90.0
7271,Built-up  Area,Ready To Move,1st Block Koramangala,2 BHK,,860,2.0,2.0,65.5
7272,Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,1075,1.0,0.0,19.5
7273,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,1.0,63.5
7274,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595,3.0,2.0,88.0
7275,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1350,2.0,2.0,102.0
7276,Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1204,2.0,2.0,45.0
7277,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,SoineJa,2990,4.0,,240.0
7278,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.0
7279,Super built-up  Area,18-Dec,ITPL,2 BHK,,1000,2.0,1.0,29.95
7280,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1457,3.0,3.0,85.0
7281,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,47.0
7282,Super built-up  Area,21-Dec,Bannerghatta,2 BHK,,1100,2.0,1.0,66.0
7283,Super built-up  Area,18-Mar,Whitefield,3 BHK,Prtates,1655,3.0,3.0,120.0
7285,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,46.1
7287,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1639,3.0,2.0,129.0
7288,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1685,3.0,1.0,135.0
7289,Built-up  Area,Ready To Move,Kaveri Nagar,5 Bedroom,,1008,4.0,2.0,180.0
7290,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Jhntspa,1100,2.0,3.0,38.0
7291,Super built-up  Area,19-Sep,Marathahalli,3 BHK,Vaeva E,2122,3.0,2.0,125.0
7292,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1050,2.0,2.0,47.0
7293,Built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1230,2.0,2.0,45.0
7294,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1240,3.0,2.0,60.0
7295,Built-up  Area,16-Oct,Electronic City Phase II,3 BHK,Brods W,1252,2.0,3.0,65.0
7296,Super built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1374,2.0,2.0,88.0
7297,Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,30.0
7298,Plot  Area,Ready To Move,Arekere,8 Bedroom,,1200,8.0,2.0,225.0
7299,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87
7300,Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1040,2.0,3.0,45.0
7301,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1350,2.0,2.0,68.0
7302,Super built-up  Area,18-Apr,Whitefield,4 BHK,Prtates,4003,6.0,3.0,300.0
7303,Super built-up  Area,Ready To Move,Hennur,3 BHK,JahtsHe,2400,3.0,,135.0
7304,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,90.0
7305,Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.16
7306,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59
7307,Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1250,2.0,2.0,60.0
7308,Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97
7309,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Baesta ,1015,2.0,2.0,50.0
7310,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1351,2.0,2.0,78.0
7311,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,960,2.0,2.0,50.0
7312,Super built-up  Area,18-May,Virat Nagar,2 BHK,,1110,2.0,2.0,52.0
7313,Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1680,3.0,2.0,72.0
7314,Plot  Area,Ready To Move,Arekere,3 Bedroom,Vetanan,2400,3.0,1.0,180.0
7315,Plot  Area,18-Apr,Yemlur,4 Bedroom,Epllan ,11000,5.0,3.0,2000.0
7316,Built-up  Area,18-Mar,Ramamurthy Nagar Extension,3 BHK,SaaceSa,1350,3.0,2.0,48.6
7317,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Asorai ,1254,2.0,2.0,47.0
7318,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3.0,2.0,115.0
7319,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,ARestco,1051,2.0,3.0,61.0
7320,Plot  Area,Ready To Move,"2nd phase jp nagar, jp nagar",3 Bedroom,,1200,3.0,1.0,205.0
7321,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1099,2.0,2.0,65.0
7322,Super built-up  Area,Ready To Move,Hebbal,3 BHK,SNontle,2650,4.0,3.0,199.0
7323,Built-up  Area,18-May,Mathikere Extension,4 Bedroom,,2000,2.0,1.0,160.0
7324,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,RNvasth,1541,2.0,2.0,130.0
7325,Plot  Area,18-May,Sarjapur  Road,3 Bedroom,Cetattu,1200,3.0,2.0,70.0
7326,Built-up  Area,Ready To Move,Whitefield,2 BHK,GCngsn ,1125,2.0,2.0,45.0
7327,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.0
7328,Super built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834,1.0,1.0,62.0
7329,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1320,3.0,2.0,60.0
7330,Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,,1200,3.0,1.0,149.0
7331,Plot  Area,Ready To Move,Indra Nagar,8 Bedroom,,1000,7.0,0.0,160.0
7332,Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,74.0
7333,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4400,5.0,2.0,500.0
7335,Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,,600,1.0,0.0,52.0
7336,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suram S,1180,2.0,2.0,70.0
7337,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,SLoven ,1010,2.0,1.0,50.0
7338,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1070,2.0,1.0,38.0
7339,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,,1580,3.0,3.0,105.0
7340,Plot  Area,Ready To Move,BEML Layout 5th Stage,4 Bedroom,,1200,5.0,,325.0
7341,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,,2000,3.0,,165.0
7342,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.0
7343,Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1200,2.0,1.0,76.0
7344,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Prmesi ,1040,2.0,2.0,45.0
7345,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Inods A,1430,2.0,2.0,90.0
7346,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1215,2.0,2.0,52.85
7347,Super built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,650,1.0,1.0,70.0
7348,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,105.0
7349,Built-up  Area,Ready To Move,Manonarayanapalya,3 Bedroom,,800,2.0,1.0,52.0
7350,Built-up  Area,Ready To Move,Hormavu,2 Bedroom,,750,2.0,0.0,58.0
7351,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,2.0,2.0,60.0
7352,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79
7353,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.4
7354,Super built-up  Area,Ready To Move,Cholanayakanahalli,4 BHK,,2000,4.0,1.0,135.0
7355,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Leora D,2750,3.0,,260.0
7356,Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,2.0,480.0
7357,Built-up  Area,Ready To Move,Yelahanka,3 BHK,BKideor,1650,3.0,3.0,105.0
7358,Super built-up  Area,18-Jun,1st Block Jayanagar,2 BHK,,1235,2.0,2.0,148.0
7359,Built-up  Area,Ready To Move,Yelahanka,2 BHK,JSlipTu,1200,2.0,2.0,55.0
7360,Super built-up  Area,Ready To Move,M V Extenstion,6 BHK,,900,5.0,,100.0
7361,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,985,2.0,2.0,42.0
7362,Super built-up  Area,18-May,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,63.0
7363,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,0.0,348.0
7364,Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,53.99
7365,Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Apvas N,900,2.0,3.0,35.0
7366,Plot  Area,Ready To Move,Gottigere,4 Bedroom,,2500,3.0,2.0,120.0
7367,Built-up  Area,Ready To Move,GM Palaya,2 BHK,,1030,2.0,1.0,60.0
7368,Super built-up  Area,18-Apr,Kamdhenu Nagar,2 BHK,,1000,2.0,1.0,46.0
7369,Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Vaunei ,3800,3.0,3.0,325.0
7370,Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4260,4.0,2.0,333.0
7371,Plot  Area,Ready To Move,Brookefield,5 Bedroom,Goodsrb,1950,6.0,3.0,175.0
7372,Super built-up  Area,Ready To Move,Kudlu,3 BHK,GKityde,1570,2.0,2.0,65.94
7373,Super built-up  Area,18-Aug,Kanakapura,2 BHK,GoityEt,1283,2.0,2.0,68.0
7374,Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,875,2.0,2.0,40.0
7375,Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,,1200,2.0,2.0,52.0
7376,Plot  Area,Ready To Move,HAL 2nd Stage,3 Bedroom,,2700,3.0,0.0,500.0
7377,Plot  Area,Ready To Move,Konanakunte,3 Bedroom,,2400,2.0,3.0,180.0
7378,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,2.0,68.75
7379,Super built-up  Area,18-Feb,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,196.0
7380,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,990,2.0,2.0,37.62
7381,Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,85.0
7382,Super built-up  Area,Ready To Move,Brindavan Nagar,2 BHK,,1280,2.0,2.0,90.0
7383,Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2750,4.0,0.0,413.0
7384,Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2.0,1.0,55.0
7385,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1100,2.0,2.0,60.0
7386,Super built-up  Area,Ready To Move,RMV,3 BHK,,2075,3.0,1.0,175.0
7387,Built-up  Area,Ready To Move,Harlur,2 BHK,Spiteid,1133,2.0,1.0,55.0
7388,Built-up  Area,Ready To Move,Somasundara Palya,4 BHK,ManceEl,2400,3.0,3.0,140.0
7389,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1280,2.0,2.0,69.0
7390,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1250,3.0,2.0,65.0
7391,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1565,2.0,2.0,49.3
7392,Super built-up  Area,Ready To Move,Pattanagere,3 BHK,,1900,3.0,0.0,65.0
7393,Built-up  Area,Ready To Move,Munnekollal,2 BHK,PancyRe,1080,2.0,2.0,45.0
7394,Super built-up  Area,Ready To Move,Battarahalli,1 BHK,,600,1.0,0.0,47.0
7395,Plot  Area,Ready To Move,Himagiri Meadows,3 Bedroom,Hiowsi ,1240,4.0,1.0,180.0
7396,Built-up  Area,Ready To Move,HRBR Layout,3 BHK,Fleepi ,1335,2.0,1.0,87.0
7397,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.3
7399,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1385,3.0,1.0,55.0
7400,Super built-up  Area,18-Nov,Govindpura,3 BHK,,1578,3.0,1.0,73.9
7401,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0
7402,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,PualeSk,1700,3.0,1.0,79.9
7403,Plot  Area,Ready To Move,Ganganahalli,4 Bedroom,,1050,4.0,0.0,90.0
7404,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1120,2.0,1.0,70.0
7405,Super built-up  Area,Ready To Move,Electronic City,1 BHK,GMown E,435,1.0,1.0,22.0
7406,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,51.89
7407,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480,3.0,2.0,95.0
7408,Built-up  Area,Ready To Move,Hormavu,2 BHK,Foisha ,1000,2.0,2.0,50.0
7409,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0
7410,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niara S,800,1.0,1.0,32.0
7411,Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy ,1265,2.0,1.0,83.0
7413,Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1475,2.0,1.0,70.0
7414,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Jancyva,1265,2.0,2.0,55.0
7415,Built-up  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,0.0,58.0
7416,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2180,3.0,2.0,210.0
7417,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Usnexra,1080,2.0,3.0,50.0
7418,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Priew P,2023,4.0,2.0,130.0
7419,Super built-up  Area,Ready To Move,Hanumantha Nagar,2 BHK,,2400,2.0,3.0,125.0
7420,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Srhan P,1545,2.0,2.0,66.0
7421,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,166.0
7422,Plot  Area,Ready To Move,3rd Block Hrbr Layout,2 Bedroom,,1200,2.0,1.0,200.0
7423,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,,1350,2.0,,58.0
7424,Super built-up  Area,21-Dec,Hoodi,2 BHK,GoAirej,1108,2.0,1.0,74.23
7425,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730,3.0,2.0,115.0
7426,Super built-up  Area,Ready To Move,RWF West Colony,3 BHK,PancyRe,1427,2.0,3.0,70.0
7427,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,935,2.0,1.0,35.53
7428,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1073,2.0,2.0,31.77
7429,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,960,2.0,3.0,37.0
7430,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,150.0
7431,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.49
7432,Built-up  Area,Ready To Move,Brookefield,2 BHK,,1230,2.0,3.0,55.0
7433,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1438,2.0,,89.0
7434,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,75.0
7435,Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,,1200,3.0,,125.0
7436,Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,1.0,1.0,103.0
7437,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590,3.0,2.0,58.0
7438,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Mazler ,1350,3.0,2.0,68.0
7439,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1400,2.0,2.0,48.0
7440,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Aincyev,1560,2.0,3.0,72.0
7441,Built-up  Area,Ready To Move,Mallasandra,4 BHK,Shbhi S,1810,3.0,2.0,57.0
7443,Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Skacak ,1484,3.0,1.0,74.18
7444,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,MCtleas,1650,3.0,3.0,220.0
7445,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,1455,2.0,2.0,55.0
7446,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2280,4.0,2.0,184.0
7447,Super built-up  Area,Ready To Move,Rest House Road,5 BHK,,4900,5.0,,980.0
7448,Built-up  Area,18-Apr,Frazer Town,3 BHK,,2079,3.0,3.0,220.0
7449,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,74.0
7450,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1223,2.0,2.0,42.81
7451,Super built-up  Area,18-Jun,KR Puram,3 BHK,MCnexva,1430,2.0,1.0,61.0
7452,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3589,5.0,0.0,400.0
7453,Super built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,2.0,37.83
7454,Plot  Area,Ready To Move,Channasandra,4 Bedroom,,1800,4.0,1.0,300.0
7455,Plot  Area,18-May,Giri Nagar,4 Bedroom,,1120,4.0,2.0,175.0
7456,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,55.0
7457,Built-up  Area,Ready To Move,Jalahalli,3 BHK,Reodsnc,1770,3.0,3.0,100.0
7458,Plot  Area,Ready To Move,Immadihalli,2 Bedroom,,900,3.0,1.0,105.0
7459,Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1350,5.0,1.0,120.0
7460,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447,2.0,1.0,75.97
7461,Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,,1140,2.0,1.0,60.0
7462,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1170,2.0,3.0,34.0
7463,Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,,1160,2.0,2.0,46.39
7464,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soena A,1296,2.0,1.0,89.0
7465,Built-up  Area,Ready To Move,Kempapura,3 BHK,Vaenev ,1570,3.0,2.0,80.0
7466,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1495,2.0,2.0,65.0
7467,Super built-up  Area,Ready To Move,Hoodi,3 BHK,Shyalha,1530,2.0,2.0,67.0
7468,Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,900,4.0,0.0,140.0
7469,Super built-up  Area,Ready To Move,Gunjur,3 BHK,Paestol,1800,3.0,1.0,70.0
7470,Super built-up  Area,Ready To Move,Bellandur,2 BHK,DSpazTo,1088,2.0,2.0,48.0
7471,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1533,3.0,1.0,98.18
7472,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1100,2.0,1.0,68.0
7473,Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540,3.0,3.0,90.0
7474,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Jancyes,1244,3.0,,48.0
7475,Super built-up  Area,19-Mar,Hosa Road,2 BHK,Skume R,1040,2.0,1.0,68.59
7476,Built-up  Area,Ready To Move,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,,1034,6.0,2.0,101.0
7477,Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1260,2.0,1.0,39.69
7478,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,41.3
7479,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,2.0,100.0
7480,Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,,1350,3.0,0.0,75.0
7481,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
7482,Super built-up  Area,Ready To Move,Alur,1 BHK,,470,2.0,1.0,10.0
7483,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,,920,2.0,2.0,60.0
7484,Built-up  Area,Ready To Move,Vijay Nagar,6 Bedroom,,2300,7.0,0.0,160.0
7485,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,DSousyl,1124,2.0,1.0,30.35
7486,Super built-up  Area,19-Sep,Yelahanka New Town,4 BHK,,2095,3.0,1.0,109.0
7487,Super built-up  Area,20-Aug,Begur Road,2 BHK,Pruthg ,1100,2.0,1.0,71.42
7488,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Smentha,1019,2.0,1.0,58.0
7489,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1756,3.0,2.0,128.0
7490,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1280,3.0,1.0,50.0
7491,Plot  Area,Ready To Move,Kenchenahalli,4 Bedroom,,1200,3.0,2.0,125.0
7492,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,1700,3.0,2.0,150.0
7493,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134,4.0,2.0,118.0
7495,Plot  Area,Ready To Move,Subramanyapura,3 Bedroom,,600,3.0,1.0,69.0
7496,Plot  Area,Ready To Move,Hennur Bande,3 Bedroom,,1313,4.0,,150.0
7497,Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,2515,4.0,3.0,155.0
7498,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,154.0
7499,Super built-up  Area,Ready To Move,Basapura,3 BHK,Amageru,1440,3.0,2.0,72.0
7500,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1186,2.0,2.0,55.33
7501,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1350,2.0,2.0,47.24
7502,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Chtert ,1800,3.0,2.0,140.0
7503,Built-up  Area,Ready To Move,Kudlu,3 BHK,GKityde,1600,3.0,3.0,79.0
7504,Built-up  Area,Ready To Move,GM Palaya,2 BHK,Srg Bnc,1000,2.0,1.0,35.0
7505,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,,2275,3.0,3.0,285.0
7506,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0
7507,Super built-up  Area,20-Jan,Binny Pete,3 BHK,She 2rk,1740,3.0,1.0,150.0
7508,Built-up  Area,Ready To Move,Malleshwaram,2 BHK,,900,2.0,1.0,90.0
7509,Built-up  Area,Ready To Move,Benson Town,2 BHK,Gohts H,1567,3.0,0.0,140.0
7510,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,45.5
7511,Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1050,2.0,1.0,80.0
7512,Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,,1200,2.0,1.0,56.0
7513,Built-up  Area,Ready To Move,Begur,3 Bedroom,Duity C,3500,4.0,2.0,185.0
7514,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,52.0
7515,Super built-up  Area,18-Apr,Binny Pete,3 BHK,,1970,3.0,2.0,164.0
7516,Super built-up  Area,20-Dec,CMH Road,3 BHK,,2665,3.0,1.0,350.0
7517,Built-up  Area,Ready To Move,Kanakapura,4 BHK,,2130,4.0,0.0,120.0
7518,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1749,3.0,2.0,120.0
7519,Super built-up  Area,18-Jun,Subramanyapura,2 BHK,,1260,2.0,1.0,108.0
7521,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,NCierar,1170,2.0,2.0,120.0
7522,Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,Ajens G,1670,3.0,2.0,75.0
